,sparse_ratio,Run,Extinguished,On Fire,Step
0,0.0,0,0,0.0035,12
1,0.0,1,0,0.008000000000000004,20
2,0.0,2,0,0.006000000000000002,12
3,0.0,3,0,0.0015,12
4,0.0,4,0,0.0,5
5,0.0,5,0,0.0,5
6,0.0,6,0,0.004,10
7,0.0,7,0,0.005000000000000001,12
8,0.0,8,0,0.006000000000000002,21
9,0.0,9,0,0.001,9
10,10.0,10,0,0.0015,10
11,10.0,11,0,0.001,10
12,10.0,12,0,0.001,7
13,10.0,13,0,0.0015,12
14,10.0,14,0,0.008000000000000004,14
15,10.0,15,0,0.0025,10
16,10.0,16,0,0.0,5
17,10.0,17,0,0.0,5
18,10.0,18,0,0.001,9
19,10.0,19,0,0.0,5
