,steps_to_extinguishment,Run,Extinguished,On Fire,Step
0,1.0,0,155,0.9838383838381242,182
1,1.0,1,169,0.9826262626260036,157
2,1.0,2,124,0.9870707070704456,146
3,1.0,3,172,0.9821212121209534,177
4,1.0,4,178,0.981212121211863,199
5,1.0,5,141,0.9851515151512548,144
6,1.0,6,166,0.9825252525249936,159
7,1.0,7,164,0.9828282828280237,143
8,1.0,8,178,0.9811111111108529,214
9,1.0,9,172,0.9820202020199433,153
10,1.0,10,154,0.9837373737371141,143
11,1.0,11,138,0.9849494949492347,139
12,1.0,12,148,0.9845454545451945,160
13,1.0,13,171,0.9821212121209534,205
14,1.0,14,146,0.9850505050502447,153
15,1.0,15,170,0.9821212121209534,176
16,1.0,16,158,0.9828282828280237,169
17,1.0,17,169,0.9822222222219634,182
18,1.0,18,157,0.9839393939391342,169
19,1.0,19,160,0.9832323232320639,179
20,1.0,20,171,0.9825252525249936,192
21,1.0,21,144,0.9849494949492347,167
22,1.0,22,140,0.985757575757315,156
23,1.0,23,150,0.9840404040401443,173
24,1.0,24,161,0.9828282828280237,167
25,1.0,25,161,0.9832323232320639,173
26,1.0,26,169,0.9821212121209534,144
27,1.0,27,170,0.9820202020199433,185
28,1.0,28,160,0.9827272727270137,185
29,1.0,29,169,0.9824242424239835,190
30,1.0,30,167,0.9821212121209534,170
31,1.0,31,156,0.9838383838381242,163
32,1.0,32,153,0.9840404040401443,149
33,1.0,33,167,0.9826262626260036,167
34,1.0,34,167,0.9821212121209534,183
35,1.0,35,178,0.9814141414138831,216
36,1.0,36,165,0.9829292929290337,195
37,1.0,37,150,0.9845454545451945,153
38,1.0,38,170,0.9825252525249936,182
39,1.0,39,148,0.9845454545451945,160
40,1.0,40,162,0.9831313131310538,149
41,1.0,41,172,0.9824242424239835,170
42,1.0,42,166,0.9824242424239835,142
43,1.0,43,145,0.9852525252522648,189
44,1.0,44,146,0.9849494949492347,149
45,1.0,45,161,0.983535353535094,167
46,1.0,46,167,0.9825252525249936,150
47,1.0,47,164,0.9831313131310538,171
48,1.0,48,170,0.9823232323229735,190
49,1.0,49,166,0.9827272727270137,145
50,2.0,50,163,0.9827272727270137,150
51,2.0,51,168,0.9826262626260036,162
52,2.0,52,171,0.9817171717169132,185
53,2.0,53,173,0.9820202020199433,194
54,2.0,54,159,0.9831313131310538,187
55,2.0,55,163,0.9830303030300438,185
56,2.0,56,163,0.9829292929290337,183
57,2.0,57,149,0.9845454545451945,158
58,2.0,58,164,0.9826262626260036,182
59,2.0,59,167,0.9826262626260036,159
60,2.0,60,177,0.981212121211863,209
61,2.0,61,170,0.9820202020199433,172
62,2.0,62,167,0.9823232323229735,179
63,2.0,63,164,0.9826262626260036,149
64,2.0,64,159,0.9833333333330739,169
65,2.0,65,171,0.9822222222219634,181
66,2.0,66,178,0.981313131312873,185
67,2.0,67,175,0.9817171717169132,185
68,2.0,68,170,0.9819191919189333,178
69,2.0,69,165,0.9824242424239835,177
70,2.0,70,169,0.9821212121209534,185
71,2.0,71,171,0.9818181818179232,168
72,2.0,72,165,0.9830303030300438,178
73,2.0,73,169,0.9821212121209534,181
74,2.0,74,164,0.9832323232320639,167
75,2.0,75,166,0.9822222222219634,208
76,2.0,76,167,0.9827272727270137,174
77,2.0,77,140,0.9852525252522648,146
78,2.0,78,147,0.9849494949492347,190
79,2.0,79,171,0.9820202020199433,157
80,2.0,80,166,0.9826262626260036,188
81,2.0,81,141,0.9853535353532749,171
82,2.0,82,165,0.9825252525249936,169
83,2.0,83,171,0.9821212121209534,191
84,2.0,84,158,0.9832323232320639,162
85,2.0,85,169,0.9823232323229735,188
86,2.0,86,172,0.9817171717169132,184
87,2.0,87,163,0.9833333333330739,210
88,2.0,88,172,0.9821212121209534,182
89,2.0,89,175,0.9819191919189333,215
90,2.0,90,176,0.9817171717169132,172
91,2.0,91,171,0.9819191919189333,179
92,2.0,92,151,0.9845454545451945,173
93,2.0,93,175,0.981313131312873,184
94,2.0,94,168,0.9819191919189333,177
95,2.0,95,163,0.9831313131310538,174
96,2.0,96,173,0.9818181818179232,174
97,2.0,97,170,0.9820202020199433,201
98,2.0,98,172,0.9823232323229735,205
99,2.0,99,165,0.9830303030300438,184
100,3.0,100,174,0.9815151515148931,185
101,3.0,101,169,0.9818181818179232,199
102,3.0,102,164,0.9826262626260036,157
103,3.0,103,167,0.9828282828280237,163
104,3.0,104,168,0.9827272727270137,172
105,3.0,105,163,0.9831313131310538,200
106,3.0,106,176,0.9817171717169132,187
107,3.0,107,173,0.9823232323229735,181
108,3.0,108,175,0.9820202020199433,208
