,truck_max_speed,Run,Extinguished,On Fire,Step
0,1,0,918,0.6414141414140677,81
1,1,1,1440,0.8516161616159738,147
2,1,2,1079,0.5990909090908584,100
3,1,3,1229,0.7284848484847275,105
4,1,4,1006,0.6785858585857647,93
5,1,5,772,0.5213131313131228,84
6,1,6,1182,0.7506060606059276,124
7,1,7,1010,0.6129292929292347,107
8,1,8,1150,0.6847474747473775,119
9,1,9,1165,0.762323232323093,120
10,1,10,1753,0.7808080808079314,172
11,1,11,789,0.5712121212120856,78
12,1,12,1401,0.7052525252524169,130
13,1,13,761,0.5213131313131228,69
14,1,14,1017,0.6162626262625662,100
15,1,15,1538,0.9259595959593677,183
16,1,16,1012,0.6493939393938614,92
17,1,17,1565,0.7793939393937908,170
18,1,18,1078,0.6742424242423327,88
19,1,19,987,0.6389898989898266,128
20,1,20,1034,0.6167676767676165,83
21,1,21,1083,0.6912121212120205,98
22,1,22,959,0.6117171717171141,78
23,1,23,1077,0.6532323232322431,116
24,1,24,1766,0.8641414141412195,214
25,1,25,849,0.6009090909090392,88
26,1,26,826,0.6181818181817571,94
27,1,27,975,0.6599999999999162,95
28,1,28,846,0.5799999999999597,82
29,1,29,956,0.613636363636305,83
30,1,30,993,0.6911111111110104,95
31,1,31,1027,0.6341414141413444,78
32,1,32,983,0.6648484848483984,87
33,1,33,912,0.5299999999999868,94
34,1,34,1511,0.9291919191916892,140
35,1,35,838,0.5517171717171467,78
36,1,36,1113,0.7327272727271494,106
37,1,37,1013,0.6240404040403398,92
38,1,38,812,0.589393939393894,72
39,1,39,920,0.5948484848484364,83
40,1,40,922,0.613535353535295,90
41,1,41,812,0.5586868686868399,80
42,1,42,1328,0.8243434343432613,133
43,1,43,810,0.6115151515150941,90
44,1,44,1069,0.6129292929292347,95
45,1,45,1056,0.6808080808079857,90
46,1,46,1382,0.7614141414140025,140
47,1,47,989,0.6320202020201334,92
48,1,48,905,0.6277777777777115,85
49,1,49,900,0.6212121212120585,86
50,2,50,474,0.13606060606060685,40
51,2,51,499,0.12272727272727345,44
52,2,52,380,0.10424242424242484,37
53,2,53,1108,0.28303030303030474,66
54,2,54,709,0.19747474747474866,55
55,2,55,723,0.17242424242424345,57
56,2,56,945,0.27868686868687037,65
57,2,57,548,0.15969696969697064,48
58,2,58,595,0.15818181818181912,48
59,2,59,1054,0.31484848484848676,98
60,2,60,796,0.1995959595959608,54
61,2,61,794,0.20444444444444568,54
62,2,62,706,0.21464646464646595,64
63,2,63,914,0.20888888888889015,61
64,2,64,512,0.12363636363636436,50
65,2,65,813,0.26505050505050665,59
66,2,66,825,0.26484848484848644,65
67,2,67,972,0.2546464646464662,55
68,2,68,883,0.21484848484848615,53
69,2,69,403,0.1193939393939401,38
70,2,70,1158,0.24343434343434492,67
71,2,71,570,0.1517171717171726,46
72,2,72,556,0.15323232323232414,49
73,2,73,760,0.17888888888888996,50
74,2,74,784,0.23171717171717313,61
75,2,75,742,0.1693939393939404,51
76,2,76,408,0.10494949494949556,36
77,2,77,919,0.30727272727272914,61
78,2,78,809,0.20494949494949619,51
79,2,79,690,0.1814141414141425,54
80,2,80,707,0.2240404040404054,60
81,2,81,411,0.12050505050505121,35
82,2,82,307,0.09313131313131366,32
83,2,83,1143,0.30090909090909274,64
84,2,84,666,0.17434343434343538,53
85,2,85,315,0.10494949494949556,30
86,2,86,586,0.14929292929293017,46
87,2,87,737,0.1632323232323242,52
88,2,88,792,0.1988888888888901,56
89,2,89,610,0.15363636363636454,53
90,2,90,462,0.13121212121212197,36
91,2,91,822,0.2366666666666681,59
