,wind_strength,Run,Extinguished,On Fire,Step
0,0.0,0,225,0.9995959595956914,66
1,0.0,1,175,0.9997979797977115,65
2,0.0,2,269,0.9998989898987215,66
3,0.0,3,231,0.9998989898987215,77
4,0.0,4,232,0.9998989898987215,65
5,0.0,5,230,0.9998989898987215,64
6,0.0,6,260,0.9998989898987215,64
7,0.0,7,243,0.9996969696967014,65
8,0.0,8,210,0.9998989898987215,64
9,0.0,9,247,0.9996969696967014,64
10,0.0,10,217,0.9998989898987215,63
11,0.0,11,242,0.9998989898987215,65
12,0.0,12,243,0.9997979797977115,64
13,0.0,13,235,0.9994949494946813,65
14,0.0,14,225,0.9997979797977115,65
15,0.0,15,222,0.9998989898987215,66
16,0.0,16,220,0.9998989898987215,65
17,0.0,17,290,0.9998989898987215,66
18,0.0,18,271,0.9997979797977115,65
19,0.0,19,195,0.998787878787611,64
20,0.0,20,231,0.9997979797977115,65
21,0.0,21,244,0.9996969696967014,63
22,0.0,22,259,0.9998989898987215,64
23,0.0,23,234,0.9998989898987215,67
24,0.0,24,256,0.9998989898987215,64
25,0.0,25,220,0.9994949494946813,64
26,0.0,26,235,0.9997979797977115,65
27,0.0,27,250,0.9995959595956914,66
28,0.0,28,210,0.9998989898987215,64
29,0.0,29,266,0.9998989898987215,64
30,0.0,30,308,0.9996969696967014,64
31,0.0,31,274,0.9998989898987215,65
32,0.0,32,221,0.9998989898987215,64
33,0.0,33,238,0.9996969696967014,64
34,0.0,34,324,0.9998989898987215,64
35,0.0,35,250,0.9998989898987215,66
36,0.0,36,242,0.9998989898987215,65
37,0.0,37,226,0.9998989898987215,64
38,0.0,38,248,0.9996969696967014,63
39,0.0,39,253,0.9996969696967014,65
40,0.0,40,188,0.9998989898987215,63
41,0.0,41,231,0.9996969696967014,66
42,0.0,42,300,0.9996969696967014,66
43,0.0,43,307,0.9997979797977115,65
44,0.0,44,237,0.9998989898987215,65
45,0.0,45,245,0.9998989898987215,66
46,0.0,46,237,0.9997979797977115,62
47,0.0,47,249,0.9997979797977115,65
48,0.0,48,273,0.9997979797977115,68
49,0.0,49,253,0.9996969696967014,63
50,0.6122448979591837,50,235,0.9994949494946813,64
51,0.6122448979591837,51,240,0.9995959595956914,67
52,0.6122448979591837,52,225,0.9996969696967014,65
53,0.6122448979591837,53,208,0.9998989898987215,63
54,0.6122448979591837,54,231,0.9994949494946813,65
55,0.6122448979591837,55,220,0.9996969696967014,67
56,0.6122448979591837,56,251,0.9997979797977115,64
57,0.6122448979591837,57,186,0.9997979797977115,66
58,0.6122448979591837,58,224,0.9998989898987215,65
59,0.6122448979591837,59,278,0.9998989898987215,65
60,0.6122448979591837,60,295,0.9998989898987215,68
61,0.6122448979591837,61,277,0.9997979797977115,65
62,0.6122448979591837,62,236,0.9998989898987215,66
63,0.6122448979591837,63,264,0.9998989898987215,65
64,0.6122448979591837,64,216,0.9995959595956914,64
65,0.6122448979591837,65,268,0.9991919191916512,64
66,0.6122448979591837,66,243,0.9998989898987215,65
67,0.6122448979591837,67,232,0.9998989898987215,68
68,0.6122448979591837,68,231,0.9995959595956914,65
69,0.6122448979591837,69,268,0.9996969696967014,67
70,0.6122448979591837,70,239,0.9995959595956914,65
71,0.6122448979591837,71,260,0.9998989898987215,67
72,0.6122448979591837,72,300,0.9995959595956914,64
73,0.6122448979591837,73,284,0.9994949494946813,65
74,0.6122448979591837,74,258,0.9995959595956914,65
75,0.6122448979591837,75,193,0.9997979797977115,64
76,0.6122448979591837,76,298,0.9997979797977115,67
77,0.6122448979591837,77,236,0.9998989898987215,65
78,0.6122448979591837,78,238,0.9998989898987215,64
79,0.6122448979591837,79,283,0.9998989898987215,69
80,0.6122448979591837,80,322,0.9998989898987215,66
81,0.6122448979591837,81,240,0.9997979797977115,67
82,0.6122448979591837,82,282,0.9998989898987215,65
83,0.6122448979591837,83,297,0.9998989898987215,66
84,0.6122448979591837,84,230,0.9998989898987215,71
85,0.6122448979591837,85,210,0.9996969696967014,65
86,0.6122448979591837,86,250,0.9998989898987215,66
87,0.6122448979591837,87,276,0.9994949494946813,67
88,0.6122448979591837,88,254,0.9996969696967014,65
89,0.6122448979591837,89,267,0.9996969696967014,68
90,0.6122448979591837,90,205,0.9998989898987215,67
91,0.6122448979591837,91,217,0.9996969696967014,68
92,0.6122448979591837,92,256,0.9996969696967014,66
93,0.6122448979591837,93,224,0.9996969696967014,67
94,0.6122448979591837,94,227,0.9994949494946813,70
95,0.6122448979591837,95,231,0.9997979797977115,67
96,0.6122448979591837,96,240,0.9997979797977115,68
97,0.6122448979591837,97,231,0.9998989898987215,66
98,0.6122448979591837,98,199,0.9985858585855909,66
99,0.6122448979591837,99,217,0.9998989898987215,65
100,1.2244897959183674,100,214,0.9998989898987215,70
101,1.2244897959183674,101,215,0.9997979797977115,69
102,1.2244897959183674,102,325,0.9998989898987215,69
103,1.2244897959183674,103,270,0.9995959595956914,66
104,1.2244897959183674,104,222,0.9998989898987215,67
105,1.2244897959183674,105,319,0.9998989898987215,70
106,1.2244897959183674,106,228,0.9998989898987215,68
107,1.2244897959183674,107,218,0.9998989898987215,67
108,1.2244897959183674,108,229,0.9996969696967014,68
109,1.2244897959183674,109,226,0.9997979797977115,68
110,1.2244897959183674,110,287,0.9997979797977115,68
111,1.2244897959183674,111,235,0.9998989898987215,67
112,1.2244897959183674,112,306,0.9996969696967014,68
113,1.2244897959183674,113,255,0.9996969696967014,69
114,1.2244897959183674,114,260,0.9995959595956914,67
115,1.2244897959183674,115,210,0.9995959595956914,68
116,1.2244897959183674,116,213,0.9998989898987215,70
117,1.2244897959183674,117,256,0.9994949494946813,66
118,1.2244897959183674,118,278,0.9997979797977115,70
119,1.2244897959183674,119,273,0.9993939393936713,70
120,1.2244897959183674,120,217,0.9996969696967014,68
121,1.2244897959183674,121,251,0.9989898989896311,68
122,1.2244897959183674,122,231,0.9997979797977115,67
